ID,CodeFigure_OriginatingCentres,Name_OriginatingCentres_fr,CodeFigure_SubCentres,Name_SubCentres_fr,Status,translation_source
C12/74/28,74,"Met Office du Royaume-Uni, Exeter (CMRS) C entres d ' origine Octet 5 de la Section 1 du code BUFR (édition 3) Octets 7-8 de la Section 1 du code BUFR (édition 4) Octet 26 de la Section 1 du code GRIB (édition 1) Octets 8-9 de la Section 1 du code GRIB (édition 2) ppp dans le Groupe Poooooppp de la Section 1 du code CREX (édition 2) Met Office du Royaume-Uni, Exeter (CMRS)",28,Nordic Commission of Geodesy (Suède),Operational,PDF
C12/74/29,74,"Met Office du Royaume-Uni, Exeter (CMRS) C entres d ' origine Octet 5 de la Section 1 du code BUFR (édition 3) Octets 7-8 de la Section 1 du code BUFR (édition 4) Octet 26 de la Section 1 du code GRIB (édition 1) Octets 8-9 de la Section 1 du code GRIB (édition 2) ppp dans le Groupe Poooooppp de la Section 1 du code CREX (édition 2) Met Office du Royaume-Uni, Exeter (CMRS)",29,Institut géographique national (France) -,Operational,PDF
C12/74/30,74,"Met Office du Royaume-Uni, Exeter (CMRS) C entres d ' origine Octet 5 de la Section 1 du code BUFR (édition 3) Octets 7-8 de la Section 1 du code BUFR (édition 4) Octet 26 de la Section 1 du code GRIB (édition 1) Octets 8-9 de la Section 1 du code GRIB (édition 2) ppp dans le Groupe Poooooppp de la Section 1 du code CREX (édition 2) Met Office du Royaume-Uni, Exeter (CMRS)",30,Bundesamt für Kartographie und Geodäsie (Allemagne) and Geodesy (Royaume-Uni),Operational,PDF
C12/74/31,74,"Met Office du Royaume-Uni, Exeter (CMRS) C entres d ' origine Octet 5 de la Section 1 du code BUFR (édition 3) Octets 7-8 de la Section 1 du code BUFR (édition 4) Octet 26 de la Section 1 du code GRIB (édition 1) Octets 8-9 de la Section 1 du code GRIB (édition 2) ppp dans le Groupe Poooooppp de la Section 1 du code CREX (édition 2) Met Office du Royaume-Uni, Exeter (CMRS)",31,,Operational,PDF
C12/74/32,74,"Met Office du Royaume-Uni, Exeter (CMRS) C entres d ' origine Octet 5 de la Section 1 du code BUFR (édition 3) Octets 7-8 de la Section 1 du code BUFR (édition 4) Octet 26 de la Section 1 du code GRIB (édition 1) Octets 8-9 de la Section 1 du code GRIB (édition 2) ppp dans le Groupe Poooooppp de la Section 1 du code CREX (édition 2) Met Office du Royaume-Uni, Exeter (CMRS)",32,Joint Operational Meteorology and Oceanography Centre (JOMOC),Operational,PDF
C12/74/33,74,"Met Office du Royaume-Uni, Exeter (CMRS) C entres d ' origine Octet 5 de la Section 1 du code BUFR (édition 3) Octets 7-8 de la Section 1 du code BUFR (édition 4) Octet 26 de la Section 1 du code GRIB (édition 1) Octets 8-9 de la Section 1 du code GRIB (édition 2) ppp dans le Groupe Poooooppp de la Section 1 du code CREX (édition 2) Met Office du Royaume-Uni, Exeter (CMRS)",33,Koninklijk Nederlands Meteorologisch Institut (Pays-Bas),Operational,PDF
C12/74/34,74,"Met Office du Royaume-Uni, Exeter (CMRS) C entres d ' origine Octet 5 de la Section 1 du code BUFR (édition 3) Octets 7-8 de la Section 1 du code BUFR (édition 4) Octet 26 de la Section 1 du code GRIB (édition 1) Octets 8-9 de la Section 1 du code GRIB (édition 2) ppp dans le Groupe Poooooppp de la Section 1 du code CREX (édition 2) Met Office du Royaume-Uni, Exeter (CMRS)",34,Nordic GPS Atmospheric Analysis Centre (Suède),Operational,PDF
C12/74/35,74,"Met Office du Royaume-Uni, Exeter (CMRS) C entres d ' origine Octet 5 de la Section 1 du code BUFR (édition 3) Octets 7-8 de la Section 1 du code BUFR (édition 4) Octet 26 de la Section 1 du code GRIB (édition 1) Octets 8-9 de la Section 1 du code GRIB (édition 2) ppp dans le Groupe Poooooppp de la Section 1 du code CREX (édition 2) Met Office du Royaume-Uni, Exeter (CMRS)",35,Instituto Geográfico Nacional de España (Espagne),Operational,PDF
C12/74/36,74,"Met Office du Royaume-Uni, Exeter (CMRS) C entres d ' origine Octet 5 de la Section 1 du code BUFR (édition 3) Octets 7-8 de la Section 1 du code BUFR (édition 4) Octet 26 de la Section 1 du code GRIB (édition 1) Octets 8-9 de la Section 1 du code GRIB (édition 2) ppp dans le Groupe Poooooppp de la Section 1 du code CREX (édition 2) Met Office du Royaume-Uni, Exeter (CMRS)",36,Met Eireann (Irlande),Operational,PDF
C12/74/37,74,"Met Office du Royaume-Uni, Exeter (CMRS) C entres d ' origine Octet 5 de la Section 1 du code BUFR (édition 3) Octets 7-8 de la Section 1 du code BUFR (édition 4) Octet 26 de la Section 1 du code GRIB (édition 1) Octets 8-9 de la Section 1 du code GRIB (édition 2) ppp dans le Groupe Poooooppp de la Section 1 du code CREX (édition 2) Met Office du Royaume-Uni, Exeter (CMRS)",37,Observatoire royal de Belgique (Belgique),Operational,PDF
C12/78/10,78,Offenbach (CMRS) C entres d ' origine Octet 5 de la Section 1 du code BUFR (édition 3) Octets 7-8 de la Section 1 du code BUFR (édition 4) Octet 26 de la Section 1 du code GRIB (édition 1) Octets 8-9 de la Section 1 du code GRIB (édition 2) ppp dans le Groupe Poooooppp de la Section 1 du code CREX (édition 2) Offenbach (CMRS),10,,Operational,PDF
C12/78/64,78,Offenbach (CMRS) C entres d ' origine Octet 5 de la Section 1 du code BUFR (édition 3) Octets 7-8 de la Section 1 du code BUFR (édition 4) Octet 26 de la Section 1 du code GRIB (édition 1) Octets 8-9 de la Section 1 du code GRIB (édition 2) ppp dans le Groupe Poooooppp de la Section 1 du code CREX (édition 2) Offenbach (CMRS),64,,Operational,PDF
C12/78/110,78,Offenbach (CMRS) C entres d ' origine Octet 5 de la Section 1 du code BUFR (édition 3) Octets 7-8 de la Section 1 du code BUFR (édition 4) Octet 26 de la Section 1 du code GRIB (édition 1) Octets 8-9 de la Section 1 du code GRIB (édition 2) ppp dans le Groupe Poooooppp de la Section 1 du code CREX (édition 2) Offenbach (CMRS),110,NowCast mobile (données sur la foudre),Operational,PDF
C12/78/221,78,Offenbach (CMRS) C entres d ' origine Octet 5 de la Section 1 du code BUFR (édition 3) Octets 7-8 de la Section 1 du code BUFR (édition 4) Octet 26 de la Section 1 du code GRIB (édition 1) Octets 8-9 de la Section 1 du code GRIB (édition 2) ppp dans le Groupe Poooooppp de la Section 1 du code CREX (édition 2) Offenbach (CMRS),221,"Schleswig-Holstein, Centre de calcul pour la circulation (TOCC) de Kiel/Neumünster",Operational,PDF
C12/78/222,78,Offenbach (CMRS) C entres d ' origine Octet 5 de la Section 1 du code BUFR (édition 3) Octets 7-8 de la Section 1 du code BUFR (édition 4) Octet 26 de la Section 1 du code GRIB (édition 1) Octets 8-9 de la Section 1 du code GRIB (édition 2) ppp dans le Groupe Poooooppp de la Section 1 du code CREX (édition 2) Offenbach (CMRS),222,"Hambourg, TOCC de Hambourg",Operational,PDF
C12/78/223,78,Offenbach (CMRS) C entres d ' origine Octet 5 de la Section 1 du code BUFR (édition 3) Octets 7-8 de la Section 1 du code BUFR (édition 4) Octet 26 de la Section 1 du code GRIB (édition 1) Octets 8-9 de la Section 1 du code GRIB (édition 2) ppp dans le Groupe Poooooppp de la Section 1 du code CREX (édition 2) Offenbach (CMRS),223,"Basse Saxe, TOCC de Hanovre",Operational,PDF
C12/78/224,78,Offenbach (CMRS) C entres d ' origine Octet 5 de la Section 1 du code BUFR (édition 3) Octets 7-8 de la Section 1 du code BUFR (édition 4) Octet 26 de la Section 1 du code GRIB (édition 1) Octets 8-9 de la Section 1 du code GRIB (édition 2) ppp dans le Groupe Poooooppp de la Section 1 du code CREX (édition 2) Offenbach (CMRS),224,Autriche (CMN),Operational,PDF
C12/78/225,78,Offenbach (CMRS) C entres d ' origine Octet 5 de la Section 1 du code BUFR (édition 3) Octets 7-8 de la Section 1 du code BUFR (édition 4) Octet 26 de la Section 1 du code GRIB (édition 1) Octets 8-9 de la Section 1 du code GRIB (édition 2) ppp dans le Groupe Poooooppp de la Section 1 du code CREX (édition 2) Offenbach (CMRS),225,"Rhénanie du Nord-Westphalie, TOCC de Kamen et de Leverkusen",Operational,PDF
C12/78/226,78,Offenbach (CMRS) C entres d ' origine Octet 5 de la Section 1 du code BUFR (édition 3) Octets 7-8 de la Section 1 du code BUFR (édition 4) Octet 26 de la Section 1 du code GRIB (édition 1) Octets 8-9 de la Section 1 du code GRIB (édition 2) ppp dans le Groupe Poooooppp de la Section 1 du code CREX (édition 2) Offenbach (CMRS),226,"Hesse, TOCC de Rüsselsheim",Operational,PDF
C12/78/227,78,Offenbach (CMRS) C entres d ' origine Octet 5 de la Section 1 du code BUFR (édition 3) Octets 7-8 de la Section 1 du code BUFR (édition 4) Octet 26 de la Section 1 du code GRIB (édition 1) Octets 8-9 de la Section 1 du code GRIB (édition 2) ppp dans le Groupe Poooooppp de la Section 1 du code CREX (édition 2) Offenbach (CMRS),227,"Rhénanie-Palatinat, TOCC de Coblence",Operational,PDF
C12/78/228,78,Offenbach (CMRS) C entres d ' origine Octet 5 de la Section 1 du code BUFR (édition 3) Octets 7-8 de la Section 1 du code BUFR (édition 4) Octet 26 de la Section 1 du code GRIB (édition 1) Octets 8-9 de la Section 1 du code GRIB (édition 2) ppp dans le Groupe Poooooppp de la Section 1 du code CREX (édition 2) Offenbach (CMRS),228,"Bade-Wurtemberg, TOCC de Ludwigsbourg",Operational,PDF
C12/78/229,78,Offenbach (CMRS) C entres d ' origine Octet 5 de la Section 1 du code BUFR (édition 3) Octets 7-8 de la Section 1 du code BUFR (édition 4) Octet 26 de la Section 1 du code GRIB (édition 1) Octets 8-9 de la Section 1 du code GRIB (édition 2) ppp dans le Groupe Poooooppp de la Section 1 du code CREX (édition 2) Offenbach (CMRS),229,"Bavière, TOCC de Freimann",Operational,PDF
C12/78/230,78,Offenbach (CMRS) C entres d ' origine Octet 5 de la Section 1 du code BUFR (édition 3) Octets 7-8 de la Section 1 du code BUFR (édition 4) Octet 26 de la Section 1 du code GRIB (édition 1) Octets 8-9 de la Section 1 du code GRIB (édition 2) ppp dans le Groupe Poooooppp de la Section 1 du code CREX (édition 2) Offenbach (CMRS),230,"Sarre, TOCC de Rohrbach",Operational,PDF
C12/78/231,78,Offenbach (CMRS) C entres d ' origine Octet 5 de la Section 1 du code BUFR (édition 3) Octets 7-8 de la Section 1 du code BUFR (édition 4) Octet 26 de la Section 1 du code GRIB (édition 1) Octets 8-9 de la Section 1 du code GRIB (édition 2) ppp dans le Groupe Poooooppp de la Section 1 du code CREX (édition 2) Offenbach (CMRS),231,"Bavière, Direction des autoroutes du nord de la Bavière",Operational,PDF
C12/78/232,78,Offenbach (CMRS) C entres d ' origine Octet 5 de la Section 1 du code BUFR (édition 3) Octets 7-8 de la Section 1 du code BUFR (édition 4) Octet 26 de la Section 1 du code GRIB (édition 1) Octets 8-9 de la Section 1 du code GRIB (édition 2) ppp dans le Groupe Poooooppp de la Section 1 du code CREX (édition 2) Offenbach (CMRS),232,"Brandebourg, TOCC de Stolpe",Operational,PDF
C12/78/233,78,Offenbach (CMRS) C entres d ' origine Octet 5 de la Section 1 du code BUFR (édition 3) Octets 7-8 de la Section 1 du code BUFR (édition 4) Octet 26 de la Section 1 du code GRIB (édition 1) Octets 8-9 de la Section 1 du code GRIB (édition 2) ppp dans le Groupe Poooooppp de la Section 1 du code CREX (édition 2) Offenbach (CMRS),233,"Mecklembourg-Poméranie occidentale, TOCC de Malchow",Operational,PDF
C12/78/234,78,Offenbach (CMRS) C entres d ' origine Octet 5 de la Section 1 du code BUFR (édition 3) Octets 7-8 de la Section 1 du code BUFR (édition 4) Octet 26 de la Section 1 du code GRIB (édition 1) Octets 8-9 de la Section 1 du code GRIB (édition 2) ppp dans le Groupe Poooooppp de la Section 1 du code CREX (édition 2) Offenbach (CMRS),234,,Operational,PDF
C12/78/235,78,Offenbach (CMRS) C entres d ' origine Octet 5 de la Section 1 du code BUFR (édition 3) Octets 7-8 de la Section 1 du code BUFR (édition 4) Octet 26 de la Section 1 du code GRIB (édition 1) Octets 8-9 de la Section 1 du code GRIB (édition 2) ppp dans le Groupe Poooooppp de la Section 1 du code CREX (édition 2) Offenbach (CMRS),235,"Saxe-Anhalt, TOCC de Halle",Operational,PDF
C12/78/236,78,Offenbach (CMRS) C entres d ' origine Octet 5 de la Section 1 du code BUFR (édition 3) Octets 7-8 de la Section 1 du code BUFR (édition 4) Octet 26 de la Section 1 du code GRIB (édition 1) Octets 8-9 de la Section 1 du code GRIB (édition 2) ppp dans le Groupe Poooooppp de la Section 1 du code CREX (édition 2) Offenbach (CMRS),236,,Operational,PDF
C12/78/237,78,Offenbach (CMRS) C entres d ' origine Octet 5 de la Section 1 du code BUFR (édition 3) Octets 7-8 de la Section 1 du code BUFR (édition 4) Octet 26 de la Section 1 du code GRIB (édition 1) Octets 8-9 de la Section 1 du code GRIB (édition 2) ppp dans le Groupe Poooooppp de la Section 1 du code CREX (édition 2) Offenbach (CMRS),237,EasyWay - Meteotrans,Operational,PDF
C12/78/254,78,Offenbach (CMRS) C entres d ' origine Octet 5 de la Section 1 du code BUFR (édition 3) Octets 7-8 de la Section 1 du code BUFR (édition 4) Octet 26 de la Section 1 du code GRIB (édition 1) Octets 8-9 de la Section 1 du code GRIB (édition 2) ppp dans le Groupe Poooooppp de la Section 1 du code CREX (édition 2) Offenbach (CMRS),254,EUMETSAT,Operational,PDF
C12/80/101,80,Rome (CMRS),101,Albanie (CMN),Operational,PDF
C12/80/102,80,Rome (CMRS),102,"Institut des sciences de l'atmosphère et du climat, Conseil national de la recherche (ISAC-CNR)",Operational,PDF
C12/85/200,85,Toulouse (CMRS),200,Institut national de l'environnement industriel et des risques (France),Operational,PDF
C12/85/201,85,Toulouse (CMRS),201,Rheinisches Institut für Umweltforschung an der Universität zu Köln E.V. (Allemagne),Operational,PDF
C12/85/202,85,Toulouse (CMRS),202,Institut français de recherche pour l'exploitation de la mer,Operational,PDF
C12/85/203,85,Toulouse (CMRS),203,Université d'Aarhus (Danemark),Operational,PDF
C12/85/204,85,Toulouse (CMRS),204,Institut de protection environnementale - Institut national de recherche (Pologne),Operational,PDF
C12/89/1,89,Prague (RTH),1,Observatoire du rayonnement solaire et de l'ozone de Hradec Kralove,Operational,PDF
C12/96/1,96,Athènes,1,Chypre (CMN),Operational,PDF
C12/211/10,211,,10,,Operational,NA
C12/227/1,227,Belgique (CMN),1,Luxembourg (CMN),Operational,PDF
C12/250/76,250,COSMO (Consortium pour la modélisation à petite échelle),76,Roshydromet (Fédération de Russie),Operational,PDF
C12/250/78,250,COSMO (Consortium pour la modélisation à petite échelle),78,Deutscher Wetterdienst (Allemagne),Operational,PDF
C12/250/80,250,COSMO (Consortium pour la modélisation à petite échelle),80,Ufficio Generale Spazio Aereo e Meteorologia (Italie),Operational,PDF
C12/250/96,250,COSMO (Consortium pour la modélisation à petite échelle),96,Service météorologique grec (Grèce),Operational,PDF
C12/250/215,250,COSMO (Consortium pour la modélisation à petite échelle),215,Météo Suisse (Suisse),Operational,PDF
C12/250/220,250,COSMO (Consortium pour la modélisation à petite échelle),220,Institut de météorologie et de gestion des ressources en eau (Pologne),Operational,PDF
C12/250/242,250,COSMO (Consortium pour la modélisation à petite échelle),242,Service météorologique national (Roumanie),Operational,PDF
C12/254/10,254,Centre d'exploitation d'EUMETSAT C entres d ' origine Octet 5 de la Section 1 du code BUFR (édition 3) Octets 7-8 de la Section 1 du code BUFR (édition 4) Octet 26 de la Section 1 du code GRIB (édition 1) Octets 8-9 de la Section 1 du code GRIB (édition 2) ppp dans le Groupe Poooooppp de la Section 1 du code CREX (édition 2) Centre d'exploitation d'EUMETSAT __________________,10,Troms/o (Norvège),Operational,PDF
C12/254/20,254,Centre d'exploitation d'EUMETSAT C entres d ' origine Octet 5 de la Section 1 du code BUFR (édition 3) Octets 7-8 de la Section 1 du code BUFR (édition 4) Octet 26 de la Section 1 du code GRIB (édition 1) Octets 8-9 de la Section 1 du code GRIB (édition 2) ppp dans le Groupe Poooooppp de la Section 1 du code CREX (édition 2) Centre d'exploitation d'EUMETSAT __________________,20,Maspalomas (Espagne),Operational,PDF
C12/254/30,254,Centre d'exploitation d'EUMETSAT C entres d ' origine Octet 5 de la Section 1 du code BUFR (édition 3) Octets 7-8 de la Section 1 du code BUFR (édition 4) Octet 26 de la Section 1 du code GRIB (édition 1) Octets 8-9 de la Section 1 du code GRIB (édition 2) ppp dans le Groupe Poooooppp de la Section 1 du code CREX (édition 2) Centre d'exploitation d'EUMETSAT __________________,30,Kangerlussuaq (Groenland),Operational,PDF
C12/254/40,254,Centre d'exploitation d'EUMETSAT C entres d ' origine Octet 5 de la Section 1 du code BUFR (édition 3) Octets 7-8 de la Section 1 du code BUFR (édition 4) Octet 26 de la Section 1 du code GRIB (édition 1) Octets 8-9 de la Section 1 du code GRIB (édition 2) ppp dans le Groupe Poooooppp de la Section 1 du code CREX (édition 2) Centre d'exploitation d'EUMETSAT __________________,40,Edmonton (Canada),Operational,PDF
C12/254/50,254,Centre d'exploitation d'EUMETSAT C entres d ' origine Octet 5 de la Section 1 du code BUFR (édition 3) Octets 7-8 de la Section 1 du code BUFR (édition 4) Octet 26 de la Section 1 du code GRIB (édition 1) Octets 8-9 de la Section 1 du code GRIB (édition 2) ppp dans le Groupe Poooooppp de la Section 1 du code CREX (édition 2) Centre d'exploitation d'EUMETSAT __________________,50,Bedford (Canada),Operational,PDF
C12/254/60,254,Centre d'exploitation d'EUMETSAT C entres d ' origine Octet 5 de la Section 1 du code BUFR (édition 3) Octets 7-8 de la Section 1 du code BUFR (édition 4) Octet 26 de la Section 1 du code GRIB (édition 1) Octets 8-9 de la Section 1 du code GRIB (édition 2) ppp dans le Groupe Poooooppp de la Section 1 du code CREX (édition 2) Centre d'exploitation d'EUMETSAT __________________,60,Gander (Canada),Operational,PDF
C12/254/70,254,Centre d'exploitation d'EUMETSAT C entres d ' origine Octet 5 de la Section 1 du code BUFR (édition 3) Octets 7-8 de la Section 1 du code BUFR (édition 4) Octet 26 de la Section 1 du code GRIB (édition 1) Octets 8-9 de la Section 1 du code GRIB (édition 2) ppp dans le Groupe Poooooppp de la Section 1 du code CREX (édition 2) Centre d'exploitation d'EUMETSAT __________________,70,Monterey (États-Unis d'Amérique),Operational,PDF
C12/254/80,254,Centre d'exploitation d'EUMETSAT C entres d ' origine Octet 5 de la Section 1 du code BUFR (édition 3) Octets 7-8 de la Section 1 du code BUFR (édition 4) Octet 26 de la Section 1 du code GRIB (édition 1) Octets 8-9 de la Section 1 du code GRIB (édition 2) ppp dans le Groupe Poooooppp de la Section 1 du code CREX (édition 2) Centre d'exploitation d'EUMETSAT __________________,80,Wallops Island (États-Unis d'Amérique),Operational,PDF
C12/254/90,254,Centre d'exploitation d'EUMETSAT C entres d ' origine Octet 5 de la Section 1 du code BUFR (édition 3) Octets 7-8 de la Section 1 du code BUFR (édition 4) Octet 26 de la Section 1 du code GRIB (édition 1) Octets 8-9 de la Section 1 du code GRIB (édition 2) ppp dans le Groupe Poooooppp de la Section 1 du code CREX (édition 2) Centre d'exploitation d'EUMETSAT __________________,90,Gilmor Creek (États-Unis d'Amérique),Operational,PDF
C12/254/100,254,Centre d'exploitation d'EUMETSAT C entres d ' origine Octet 5 de la Section 1 du code BUFR (édition 3) Octets 7-8 de la Section 1 du code BUFR (édition 4) Octet 26 de la Section 1 du code GRIB (édition 1) Octets 8-9 de la Section 1 du code GRIB (édition 2) ppp dans le Groupe Poooooppp de la Section 1 du code CREX (édition 2) Centre d'exploitation d'EUMETSAT __________________,100,,Operational,PDF
C12/254/120,254,Centre d'exploitation d'EUMETSAT C entres d ' origine Octet 5 de la Section 1 du code BUFR (édition 3) Octets 7-8 de la Section 1 du code BUFR (édition 4) Octet 26 de la Section 1 du code GRIB (édition 1) Octets 8-9 de la Section 1 du code GRIB (édition 2) ppp dans le Groupe Poooooppp de la Section 1 du code CREX (édition 2) Centre d'exploitation d'EUMETSAT __________________,120,"Ewa Beach, Hawaii",Operational,PDF
C12/254/125,254,Centre d'exploitation d'EUMETSAT C entres d ' origine Octet 5 de la Section 1 du code BUFR (édition 3) Octets 7-8 de la Section 1 du code BUFR (édition 4) Octet 26 de la Section 1 du code GRIB (édition 1) Octets 8-9 de la Section 1 du code GRIB (édition 2) ppp dans le Groupe Poooooppp de la Section 1 du code CREX (édition 2) Centre d'exploitation d'EUMETSAT __________________,125,"Île de Ford, Hawaii",Operational,PDF
C12/254/130,254,Centre d'exploitation d'EUMETSAT C entres d ' origine Octet 5 de la Section 1 du code BUFR (édition 3) Octets 7-8 de la Section 1 du code BUFR (édition 4) Octet 26 de la Section 1 du code GRIB (édition 1) Octets 8-9 de la Section 1 du code GRIB (édition 2) ppp dans le Groupe Poooooppp de la Section 1 du code CREX (édition 2) Centre d'exploitation d'EUMETSAT __________________,130,,Operational,PDF
C12/254/140,254,Centre d'exploitation d'EUMETSAT C entres d ' origine Octet 5 de la Section 1 du code BUFR (édition 3) Octets 7-8 de la Section 1 du code BUFR (édition 4) Octet 26 de la Section 1 du code GRIB (édition 1) Octets 8-9 de la Section 1 du code GRIB (édition 2) ppp dans le Groupe Poooooppp de la Section 1 du code CREX (édition 2) Centre d'exploitation d'EUMETSAT __________________,140,Lannion (France),Operational,PDF
C12/254/150,254,Centre d'exploitation d'EUMETSAT C entres d ' origine Octet 5 de la Section 1 du code BUFR (édition 3) Octets 7-8 de la Section 1 du code BUFR (édition 4) Octet 26 de la Section 1 du code GRIB (édition 1) Octets 8-9 de la Section 1 du code GRIB (édition 2) ppp dans le Groupe Poooooppp de la Section 1 du code CREX (édition 2) Centre d'exploitation d'EUMETSAT __________________,150,Svalbard (Norvège),Operational,PDF
C12/254/170,254,Centre d'exploitation d'EUMETSAT C entres d ' origine Octet 5 de la Section 1 du code BUFR (édition 3) Octets 7-8 de la Section 1 du code BUFR (édition 4) Octet 26 de la Section 1 du code GRIB (édition 1) Octets 8-9 de la Section 1 du code GRIB (édition 2) ppp dans le Groupe Poooooppp de la Section 1 du code CREX (édition 2) Centre d'exploitation d'EUMETSAT __________________,170,Saint-Denis (La Réunion),Operational,PDF
C12/254/180,254,Centre d'exploitation d'EUMETSAT C entres d ' origine Octet 5 de la Section 1 du code BUFR (édition 3) Octets 7-8 de la Section 1 du code BUFR (édition 4) Octet 26 de la Section 1 du code GRIB (édition 1) Octets 8-9 de la Section 1 du code GRIB (édition 2) ppp dans le Groupe Poooooppp de la Section 1 du code CREX (édition 2) Centre d'exploitation d'EUMETSAT __________________,180,Moscou,Operational,PDF
C12/254/190,254,Centre d'exploitation d'EUMETSAT C entres d ' origine Octet 5 de la Section 1 du code BUFR (édition 3) Octets 7-8 de la Section 1 du code BUFR (édition 4) Octet 26 de la Section 1 du code GRIB (édition 1) Octets 8-9 de la Section 1 du code GRIB (édition 2) ppp dans le Groupe Poooooppp de la Section 1 du code CREX (édition 2) Centre d'exploitation d'EUMETSAT __________________,190,Mascate,Operational,PDF
C12/254/200,254,Centre d'exploitation d'EUMETSAT C entres d ' origine Octet 5 de la Section 1 du code BUFR (édition 3) Octets 7-8 de la Section 1 du code BUFR (édition 4) Octet 26 de la Section 1 du code GRIB (édition 1) Octets 8-9 de la Section 1 du code GRIB (édition 2) ppp dans le Groupe Poooooppp de la Section 1 du code CREX (édition 2) Centre d'exploitation d'EUMETSAT __________________,200,Khabarovsk,Operational,PDF
C12/254/210,254,Centre d'exploitation d'EUMETSAT C entres d ' origine Octet 5 de la Section 1 du code BUFR (édition 3) Octets 7-8 de la Section 1 du code BUFR (édition 4) Octet 26 de la Section 1 du code GRIB (édition 1) Octets 8-9 de la Section 1 du code GRIB (édition 2) ppp dans le Groupe Poooooppp de la Section 1 du code CREX (édition 2) Centre d'exploitation d'EUMETSAT __________________,210,Novosibirsk,Operational,PDF
C12/254/220,254,Centre d'exploitation d'EUMETSAT C entres d ' origine Octet 5 de la Section 1 du code BUFR (édition 3) Octets 7-8 de la Section 1 du code BUFR (édition 4) Octet 26 de la Section 1 du code GRIB (édition 1) Octets 8-9 de la Section 1 du code GRIB (édition 2) ppp dans le Groupe Poooooppp de la Section 1 du code CREX (édition 2) Centre d'exploitation d'EUMETSAT __________________,220,,Operational,PDF
